test-1702	True	False
test-1703	False	True
test-1704	False	False
test-1705	False	False
test-1706	False	False
test-1707	False	True
test-1708	False	False
test-1709	False	False
test-1710	False	True
test-1711	False	False
test-1712	False	True
test-1713	False	False
test-1714	False	True
test-1715	False	True
test-1716	False	False
test-1717	False	True
test-1718	False	False
test-1719	False	True
test-1720	False	True
test-1721	True	False
test-1722	False	False
test-1723	False	True
test-1724	False	True
test-1725	True	False
test-1726	True	False
test-1727	True	False
test-1728	False	True
test-1729	False	False
test-1730	False	False
test-1731	False	False
test-1732	True	False
test-1733	False	True
test-1734	False	True
test-1735	True	False
test-1736	False	False
test-1737	False	True
test-1738	False	False
test-1739	False	True
test-1740	False	True
test-1741	True	False
test-1742	False	True
test-1743	False	False
test-1744	False	False
test-1745	False	True
test-1746	False	False
test-1747	True	False
test-1748	True	False
test-1749	False	True
test-1750	False	True
test-1751	False	True
test-1752	False	True
test-1753	False	False
test-1754	False	False
test-1755	False	False
test-1756	False	False
test-1757	False	True
test-1758	False	False
test-1759	False	False
test-1760	True	False
test-1761	False	False
test-1762	False	False
test-1763	False	False
test-1764	False	False
test-1765	False	True
test-1766	False	False
test-1767	False	True
test-1768	False	False
test-1769	False	True
test-1770	False	False
test-1771	False	False
test-1772	False	False
test-1773	False	True
test-1774	True	False
test-1775	False	True
test-1776	False	False
test-1777	False	True
test-1778	False	False
test-1779	False	True
test-1780	True	False
test-1781	False	True
test-1782	False	True
test-1783	False	False
test-1784	False	True
test-1785	False	False
test-1786	True	False
test-1787	False	True
test-1788	False	False
test-1789	False	True
test-1790	False	False
test-1791	True	False
test-1792	True	False
test-1793	False	True
test-1794	False	False
test-1795	False	True
test-1796	False	True
test-1797	False	True
test-1798	False	False
test-1799	False	False
test-1800	False	False
test-1801	False	False
test-1802	False	False
test-1803	False	False
test-1804	False	False
test-1805	False	True
test-1806	False	True
test-1807	False	True
test-1808	False	True
test-1809	False	True
test-1810	True	False
test-1811	False	True
test-1812	True	False
test-1813	False	False
test-1814	False	True
test-1815	False	True
test-1816	False	True
test-1817	True	False
test-1818	False	True
test-1819	True	False
test-1820	True	False
test-1821	False	True
test-1822	False	False
test-1823	False	True
test-1824	True	False
test-1825	False	True
test-1826	False	True
test-1827	False	True
test-1828	True	False
test-1829	False	False
test-1830	True	False
test-1831	False	True
test-1832	False	False
test-1833	False	True
test-1834	True	False
test-1835	True	False
test-1836	False	True
test-1837	False	True
test-1838	False	True
test-1839	False	True
test-1840	False	True
test-1841	False	False
test-1842	False	True
test-1843	True	False
test-1844	False	True
test-1845	False	False
test-1846	False	False
test-1847	False	True
test-1848	False	True
test-1849	True	False
test-1850	False	False
test-1851	False	True
test-1852	False	True
test-1853	False	False
test-1854	False	False
test-1855	False	True
test-1856	False	False
test-1857	False	True
test-1858	False	True
test-1859	False	True
test-1860	False	False
test-1861	False	True
test-1862	True	False
test-1863	False	True
test-1864	True	False
test-1865	False	True
test-1866	False	True
test-1867	True	False
test-1868	True	False
test-1869	False	False
test-1870	False	True
test-1871	False	True
test-1872	False	False
test-1873	False	False
test-1874	True	False
test-1875	True	False
test-1876	False	False
test-1877	False	False
test-1878	False	True
test-1879	False	True
test-1880	False	False
test-1881	False	False
test-1882	True	False
test-1883	False	False
test-1884	False	True
test-1885	False	True
test-1886	False	False
test-1887	False	False
test-1888	False	True
test-1889	False	True
test-1890	False	False
test-1891	False	False
test-1892	False	False
test-1893	False	True
test-1894	False	True
test-1895	False	True
test-1896	False	True
test-1897	True	False
test-1898	True	False
test-1899	False	True
test-1900	True	False
test-1901	False	False
test-1902	False	True
test-1903	False	True
test-1904	False	True
test-1905	False	True
test-1906	False	True
test-1907	False	True
test-1908	False	False
test-1909	False	False
test-1910	False	True
test-1911	False	False
test-1912	False	True
test-1913	False	False
test-1914	False	True
test-1915	False	True
test-1916	False	True
test-1917	True	False
test-1918	False	True
test-1919	False	False
test-1920	False	True
test-1921	False	True
test-1922	False	True
test-1923	False	True
test-1924	False	False
test-1925	False	False
test-1926	False	True
test-1927	False	True
test-1928	True	False
test-1929	False	True
test-1930	False	True
test-1931	False	True
test-1932	False	False
test-1933	False	True
test-1934	False	False
test-1935	False	True
test-1936	False	True
test-1937	False	True
test-1938	False	True
test-1939	False	True
test-1940	False	True
test-1941	False	True
test-1942	False	True
test-1943	False	False
test-1944	False	True
test-1945	True	False
test-1946	False	False
test-1947	False	True
test-1948	False	True
test-1949	False	True
test-1950	True	False
test-1951	False	True
test-1952	False	False
test-1953	False	False
test-1954	False	True
test-1955	True	False
test-1956	False	False
test-1957	True	False
test-1958	False	True
test-1959	False	False
test-1960	False	False
test-1961	False	True
test-1962	False	True
test-1963	False	True
test-1964	False	True
test-1965	False	True
test-1966	False	False
test-1967	True	False
test-1968	False	True
test-1969	False	True
test-1970	False	True
test-1971	False	True
test-1972	False	True
test-1973	False	True
test-1974	True	False
test-1975	False	True
test-1976	False	True
test-1977	False	True
test-1978	False	True
test-1979	False	False
test-1980	True	False
test-1981	False	False
test-1982	True	False
test-1983	False	True
test-1984	False	False
test-1985	True	False
test-1986	False	True
test-1987	False	True
test-1988	False	True
test-1989	False	False
test-1990	False	False
test-1991	False	False
test-1992	False	False
test-1993	False	True
test-1994	False	True
test-1995	False	True
test-1996	False	True
test-1997	False	True
test-1998	False	True
test-1999	True	False
test-2000	True	False
